index,split,img_path,mask_path
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_096.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_096.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_016.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_016.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_031.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_031.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_159.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_159.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_129.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_129.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_116.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_116.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_070.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_070.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_171.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_171.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_175.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_175.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_046.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_046.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_067.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_067.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_183.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_183.png
-1,test,MT-Small-Dataset/Benign/Fuzzy_Benign/benign_Fuzzy_166.png,MT-Small-Dataset/Benign/Ground_Truth_Benign/pixelLabel_166.png
